Strain (%),Stress (MPa),Time (sec)
391,14.298,982
391,14.298,982
391,14.306,982
391,14.306,982
391,14.306,982
391,14.306,982
391,14.306,982
391,14.306,982
391,14.306,982
391,14.306,982
391,14.306,982
391,14.306,982
391,14.306,982
391,14.306,983
391,14.313,983
392,14.306,983
392,14.306,983
392,14.313,983
392,14.313,983
392,14.313,983
392,14.313,983
392,14.313,983
392,14.321,983
392,14.321,983
392,14.321,983
392,14.321,983
392,14.321,983
392,14.321,983
392,14.321,983
392,14.321,984
392,14.321,984
392,14.321,984
392,14.329,984
392,14.329,984
392,14.329,984
392,14.329,984
392,14.329,984
392,14.329,984
392,14.329,984
392,14.329,984
392,14.329,984
392,14.329,984
392,14.336,984
392,14.336,984
392,14.336,984
392,14.336,985
392,14.336,985
392,14.336,985
392,14.344,985
392,14.344,985
392,14.336,985
392,14.336,985
392,14.344,985
392,14.344,985
392,14.344,985
393,14.344,985
393,14.352,985
393,14.344,985
393,14.344,985
393,14.352,985
393,14.352,985
393,14.352,986
393,14.352,986
393,14.352,986
393,14.352,986
393,14.352,986
393,14.36,986
393,14.36,986
393,14.36,986
393,14.36,986
393,14.36,986
393,14.36,986
393,14.36,986
393,14.367,986
393,14.367,986
393,14.367,986
393,14.367,986
393,14.367,987
393,14.367,987
393,14.375,987
393,14.375,987
393,14.375,987
393,14.375,987
393,14.383,987
393,14.375,987
393,14.375,987
393,14.375,987
393,14.383,987
393,14.383,987
393,14.383,987
393,14.383,987
393,14.383,987
393,14.39,987
393,14.39,988
393,14.398,988
393,14.398,988
394,14.39,988
394,14.39,988
394,14.39,988
394,14.398,988
394,14.398,988
394,14.398,988
394,14.398,988
394,14.398,988
394,14.406,988
394,14.406,988
394,14.406,988
394,14.406,988
394,14.414,988
394,14.414,989
394,14.414,989
394,14.414,989
394,14.414,989
394,14.414,989
394,14.421,989
394,14.414,989
394,14.421,989
394,14.421,989
394,14.421,989
394,14.421,989
394,14.421,989
394,14.429,989
394,14.429,989
394,14.429,989
394,14.429,989
394,14.429,990
394,14.429,990
394,14.429,990
394,14.429,990
394,14.437,990
394,14.437,990
394,14.437,990
394,14.444,990
394,14.444,990
394,14.444,990
394,14.444,990
395,14.444,990
395,14.444,990
395,14.444,990
395,14.452,990
395,14.452,990
395,14.452,991
395,14.452,991
395,14.452,991
395,14.452,991
395,14.452,991
395,14.46,991
395,14.46,991
395,14.46,991
395,14.46,991
395,14.468,991
395,14.468,991
395,14.468,991
395,14.468,991
395,14.468,991
395,14.468,991
395,14.475,991
395,14.475,992
395,14.475,992
395,14.475,992
395,14.483,992
395,14.483,992
395,14.475,992
395,14.483,992
395,14.483,992
395,14.483,992
395,14.491,992
395,14.491,992
395,14.491,992
395,14.491,992
395,14.491,992
395,14.491,992
395,14.491,992
395,14.498,993
395,14.498,993
395,14.498,993
396,14.498,993
396,14.498,993
396,14.498,993
396,14.506,993
396,14.506,993
396,14.506,993
396,14.506,993
396,14.506,993
396,14.506,993
396,14.514,993
396,14.514,993
396,14.522,993
396,14.522,993
396,14.522,994
396,14.522,994
396,14.522,994
396,14.522,994
396,14.529,994
396,14.529,994
396,14.529,994
396,14.529,994
396,14.529,994
396,14.529,994
396,14.537,994
396,14.537,994
396,14.545,994
396,14.545,994
396,14.545,994
396,14.545,994
396,14.545,995
396,14.545,995
396,14.545,995
396,14.545,995
396,14.545,995
396,14.545,995
396,14.552,995
396,14.552,995
396,14.56,995
396,14.56,995
396,14.56,995
397,14.56,995
397,14.56,995
397,14.56,995
397,14.568,995
397,14.568,995
397,14.56,996
397,14.568,996
397,14.568,996
397,14.576,996
397,14.568,996
397,14.576,996
397,14.576,996
397,14.576,996
397,14.576,996
397,14.583,996
397,14.583,996
397,14.583,996
397,14.591,996
397,14.591,996
397,14.591,996
397,14.591,996
397,14.591,997
397,14.591,997
397,14.599,997
397,14.599,997
397,14.599,997
397,14.599,997
397,14.599,997
397,14.599,997
397,14.606,997
397,14.606,997
397,14.606,997
397,14.614,997
397,14.614,997
397,14.614,997
397,14.614,997
397,14.614,997
397,14.614,998
397,14.622,998
397,14.622,998
398,14.622,998
398,14.622,998
398,14.63,998
398,14.63,998
398,14.63,998
398,14.63,998
398,14.63,998
398,14.63,998
398,14.637,998
398,14.637,998
398,14.637,998
398,14.645,998
398,14.645,998
398,14.645,999
398,14.645,999
398,14.645,999
398,14.653,999
398,14.653,999
398,14.653,999
398,14.653,999
398,14.66,999
398,14.66,999
398,14.66,999
398,14.66,999
398,14.66,999
398,14.668,999
398,14.668,999
398,14.668,999
398,14.668,999
398,14.668,1000
398,14.676,1000
398,14.676,1000
398,14.676,1000
398,14.676,1000
398,14.684,1000
398,14.684,1000
398,14.684,1000
398,14.684,1000
398,14.684,1000
398,14.684,1000
399,14.691,1000
399,14.691,1000
399,14.691,1000
399,14.691,1000
399,14.691,1000
399,14.699,1001
399,14.699,1001
399,14.699,1001
399,14.707,1001
399,14.707,1001
399,14.707,1001
399,14.707,1001
399,14.707,1001
399,14.707,1001
399,14.715,1001
399,14.715,1001
399,14.715,1001
399,14.715,1001
399,14.722,1001
399,14.722,1001
399,14.722,1001
399,14.722,1002
399,14.73,1002
399,14.73,1002
399,14.73,1002
399,14.738,1002
399,14.73,1002
399,14.738,1002
399,14.738,1002
399,14.738,1002
399,14.745,1002
399,14.745,1002
399,14.745,1002
399,14.745,1002
399,14.745,1002
399,14.753,1002
399,14.753,1002
399,14.753,1003
399,14.753,1003
399,14.753,1003
399,14.753,1003
400,14.761,1003
400,14.761,1003
400,14.761,1003
400,14.761,1003
400,14.761,1003
400,14.761,1003
400,14.769,1003
400,14.769,1003
400,14.769,1003
400,14.769,1003
400,14.769,1003
400,14.769,1003
400,14.776,1004
400,14.776,1004
400,14.776,1004
400,14.776,1004
400,14.776,1004
400,14.776,1004
400,14.784,1004
400,14.784,1004
400,14.784,1004
400,14.784,1004
400,14.784,1004
400,14.792,1004
400,14.784,1004
400,14.784,1004
400,14.792,1004
400,14.792,1004
400,14.792,1005
400,14.792,1005
400,14.792,1005
400,14.792,1005
400,14.799,1005
400,14.799,1005
400,14.799,1005
400,14.799,1005
400,14.799,1005
400,14.807,1005
400,14.807,1005
400,14.807,1005
401,14.807,1005
401,14.807,1005
401,14.815,1005
401,14.815,1005
401,14.815,1006
401,14.815,1006
401,14.823,1006
401,14.823,1006
401,14.823,1006
401,14.823,1006
401,14.823,1006
401,14.815,1006
401,14.815,1006
401,14.823,1006
401,14.823,1006
401,14.83,1006
401,14.83,1006
401,14.83,1006
401,14.83,1006
401,14.838,1006
401,14.838,1007
401,14.838,1007
401,14.838,1007
401,14.838,1007
401,14.838,1007
401,14.838,1007
401,14.838,1007
401,14.838,1007
401,14.838,1007
401,14.846,1007
401,14.846,1007
401,14.853,1007
401,14.853,1007
401,14.853,1007
401,14.853,1007
401,14.853,1007
401,14.853,1008
401,14.853,1008
401,14.853,1008
401,14.853,1008
402,14.861,1008
402,14.861,1008
402,14.861,1008
402,14.861,1008
402,14.861,1008
402,14.861,1008
402,14.861,1008
402,14.869,1008
402,14.869,1008
402,14.869,1008
402,14.869,1008
402,14.869,1008
402,14.877,1009
402,14.877,1009
402,14.877,1009
402,14.877,1009
402,14.877,1009
402,14.877,1009
402,14.877,1009
402,14.877,1009
402,14.884,1009
402,14.884,1009
402,14.884,1009
402,14.884,1009
402,14.884,1009
402,14.884,1009
402,14.884,1009
402,14.892,1009
402,14.892,1010
402,14.892,1010
402,14.892,1010
402,14.892,1010
402,14.892,1010
402,14.892,1010
402,14.9,1010
402,14.9,1010
402,14.9,1010
402,14.9,1010
402,14.9,1010
402,14.9,1010
403,14.9,1010
403,14.9,1010
403,14.9,1010
403,14.907,1010
403,14.907,1011
403,14.907,1011
403,14.915,1011
403,14.915,1011
403,14.915,1011
403,14.915,1011
403,14.915,1011
403,14.915,1011
403,14.915,1011
403,14.915,1011
403,14.915,1011
403,14.915,1011
403,14.915,1011
403,14.923,1011
403,14.923,1011
403,14.923,1011
403,14.923,1012
403,14.923,1012
403,14.923,1012
403,14.923,1012
403,14.931,1012
403,14.931,1012
403,14.931,1012
403,14.931,1012
403,14.931,1012
403,14.931,1012
403,14.931,1012
403,14.938,1012
403,14.938,1012
403,14.938,1012
403,14.938,1012
403,14.938,1012
403,14.938,1013
403,14.938,1013
403,14.938,1013
403,14.938,1013
404,14.938,1013
404,14.938,1013
404,14.946,1013
404,14.938,1013
404,14.938,1013
404,14.946,1013
404,14.946,1013
404,14.946,1013
404,14.946,1013
404,14.946,1013
404,14.946,1013
404,14.946,1013
404,14.946,1014
404,14.946,1014
404,14.954,1014
404,14.954,1014
404,14.954,1014
404,14.954,1014
404,14.954,1014
404,14.961,1014
404,14.961,1014
404,14.961,1014
404,14.961,1014
404,14.961,1014
404,14.961,1014
404,14.961,1014
404,14.961,1014
404,14.969,1014
404,14.969,1015
404,14.961,1015
404,14.961,1015
404,14.969,1015
404,14.969,1015
404,14.969,1015
404,14.969,1015
404,14.969,1015
404,14.969,1015
404,14.969,1015
404,14.977,1015
404,14.977,1015
405,14.977,1015
405,14.977,1015
405,14.977,1015
405,14.977,1015
405,14.977,1016
405,14.985,1016
405,14.985,1016
405,14.985,1016
405,14.985,1016
405,14.985,1016
405,14.985,1016
405,14.985,1016
405,14.985,1016
405,14.992,1016
405,14.992,1016
405,14.992,1016
405,14.985,1016
405,14.992,1016
405,14.992,1016
405,14.992,1016
405,14.992,1017
405,14.992,1017
405,14.992,1017
405,14.992,1017
405,14.992,1017
405,14.992,1017
405,14.992,1017
405,15,1017
405,15,1017
405,15.008,1018
405,15.008,1018
405,15.008,1018
406,15.008,1018
406,15.008,1018
406,15.008,1018
406,15.008,1018
406,15.008,1018
406,15.008,1018
406,15.015,1018
406,15.015,1018
406,15.015,1018
406,15.015,1018
406,15.015,1018
406,15.015,1018
406,15.015,1019
406,15.015,1019
406,15.023,1019
406,15.023,1019
406,15.023,1019
406,15.023,1019
406,15.023,1019
406,15.023,1019
406,15.023,1019
406,15.031,1019
406,15.031,1019
406,15.031,1019
406,15.031,1019
406,15.031,1019
406,15.031,1019
406,15.031,1019
406,15.039,1020
406,15.039,1020
406,15.039,1020
406,15.039,1020
406,15.039,1020
406,15.039,1020
406,15.039,1020
406,15.046,1020
406,15.046,1020
406,15.046,1020
406,15.046,1020
406,15.046,1020
407,15.046,1020
407,15.046,1020
407,15.046,1020
407,15.046,1020
407,15.054,1021
407,15.046,1021
407,15.046,1021
407,15.054,1021
407,15.054,1021
407,15.054,1021
407,15.054,1021
407,15.054,1021
407,15.054,1021
407,15.062,1021
407,15.062,1021
407,15.054,1021
407,15.062,1021
407,15.062,1021
407,15.062,1021
407,15.062,1021
407,15.062,1022
407,15.062,1022
407,15.069,1022
407,15.062,1022
407,15.069,1022
407,15.069,1022
407,15.069,1022
407,15.069,1022
407,15.069,1022
407,15.069,1022
407,15.069,1022
407,15.069,1022
407,15.069,1022
407,15.069,1022
407,15.069,1022
407,15.069,1022
407,15.069,1023
407,15.077,1023
407,15.077,1023
407,15.077,1023
408,15.077,1023
408,15.077,1023
408,15.077,1023
408,15.077,1023
408,15.077,1023
408,15.077,1023
408,15.085,1023
408,15.085,1023
408,15.093,1023
408,15.085,1023
408,15.085,1023
408,15.085,1023
408,15.085,1024
408,15.093,1024
408,15.093,1024
408,15.093,1024
408,15.093,1024
408,15.093,1024
408,15.093,1024
408,15.093,1024
408,15.1,1024
408,15.1,1024
408,15.1,1024
408,15.1,1024
408,15.1,1024
408,15.1,1024
408,15.1,1024
408,15.1,1024
408,15.1,1025
408,15.1,1025
408,15.1,1025
408,15.108,1025
408,15.1,1025
408,15.108,1025
408,15.108,1025
408,15.108,1025
408,15.108,1025
408,15.108,1025
408,15.108,1025
408,15.108,1025
409,15.108,1025
409,15.108,1025
409,15.108,1025
409,15.116,1025
409,15.116,1026
409,15.116,1026
409,15.116,1026
409,15.116,1026
409,15.116,1026
409,15.116,1026
409,15.116,1026
409,15.123,1026
409,15.116,1026
409,15.116,1026
409,15.116,1026
409,15.123,1026
409,15.116,1026
409,15.123,1026
409,15.123,1026
409,15.123,1026
409,15.123,1027
409,15.123,1027
409,15.123,1027
409,15.123,1027
409,15.123,1027
409,15.123,1027
409,15.131,1027
409,15.131,1027
409,15.123,1027
409,15.123,1027
409,15.131,1027
409,15.131,1027
409,15.131,1027
409,15.131,1027
409,15.139,1027
409,15.139,1027
409,15.139,1028
409,15.139,1028
409,15.139,1028
409,15.139,1028
410,15.139,1028
410,15.139,1028
410,15.139,1028
410,15.139,1028
410,15.139,1028
410,15.139,1028
410,15.139,1028
410,15.147,1028
410,15.147,1028
410,15.147,1028
410,15.147,1028
410,15.147,1028
410,15.147,1029
410,15.147,1029
410,15.147,1029
410,15.147,1029
410,15.147,1029
410,15.154,1029
410,15.154,1029
410,15.147,1029
410,15.147,1029
410,15.154,1029
410,15.154,1029
410,15.154,1029
410,15.154,1029
410,15.154,1029
410,15.154,1029
410,15.154,1029
410,15.162,1030
410,15.162,1030
410,15.162,1030
410,15.162,1030
410,15.162,1030
410,15.162,1030
410,15.162,1030
410,15.162,1030
410,15.162,1030
410,15.17,1030
410,15.17,1030
410,15.17,1030
410,15.17,1030
411,15.17,1030
411,15.17,1030
411,15.17,1030
411,15.17,1031
411,15.162,1031
411,15.17,1031
411,15.17,1031
411,15.17,1031
411,15.17,1031
411,15.17,1031
411,15.17,1031
411,15.17,1031
411,15.177,1031
411,15.177,1031
411,15.177,1031
411,15.177,1031
411,15.17,1031
411,15.17,1031
411,15.177,1031
411,15.177,1032
411,15.177,1032
411,15.177,1032
411,15.185,1032
411,15.185,1032
411,15.185,1032
411,15.177,1032
411,15.177,1032
411,15.185,1032
411,15.185,1032
411,15.185,1032
411,15.185,1032
411,15.185,1032
411,15.185,1032
411,15.185,1032
411,15.185,1032
411,15.185,1033
411,15.193,1033
411,15.193,1033
411,15.193,1033
411,15.193,1033
412,15.193,1033
412,15.193,1033
412,15.193,1033
412,15.201,1033
412,15.201,1033
412,15.201,1033
412,15.201,1033
412,15.201,1033
412,15.201,1033
412,15.201,1033
412,15.201,1033
412,15.201,1034
412,15.201,1034
412,15.201,1034
412,15.201,1034
412,15.201,1034
412,15.201,1034
412,15.201,1034
412,15.208,1034
412,15.208,1034
412,15.208,1034
412,15.208,1034
412,15.208,1034
412,15.208,1034
412,15.208,1034
412,15.216,1034
412,15.216,1034
412,15.216,1035
412,15.208,1035
412,15.208,1035
412,15.216,1035
412,15.216,1035
412,15.216,1035
412,15.216,1035
412,15.216,1035
412,15.224,1035
412,15.224,1035
412,15.216,1035
412,15.224,1035
412,15.224,1035
413,15.224,1035
413,15.224,1035
413,15.224,1035
413,15.224,1036
413,15.224,1036
413,15.231,1036
413,15.231,1036
413,15.224,1036
413,15.224,1036
413,15.224,1036
413,15.231,1036
413,15.231,1036
413,15.231,1036
413,15.231,1036
413,15.231,1036
413,15.231,1036
413,15.239,1036
413,15.239,1036
413,15.239,1036
413,15.239,1037
413,15.239,1037
413,15.239,1037
413,15.247,1037
413,15.239,1037
413,15.239,1037
413,15.239,1037
413,15.239,1037
413,15.239,1037
413,15.247,1037
413,15.247,1037
413,15.247,1037
413,15.247,1037
413,15.247,1037
413,15.247,1037
413,15.255,1037
413,15.255,1038
413,15.255,1038
413,15.255,1038
413,15.255,1038
413,15.255,1038
414,15.255,1038
414,15.262,1038
414,15.255,1038
414,15.262,1038
414,15.255,1038
414,15.262,1038
414,15.262,1038
414,15.262,1038
414,15.262,1038
414,15.27,1038
414,15.27,1038
414,15.27,1039
414,15.27,1039
414,15.27,1039
414,15.27,1039
414,15.27,1039
414,15.27,1039
414,15.27,1039
414,15.278,1039
414,15.278,1039
414,15.278,1039
414,15.278,1039
414,15.278,1039
414,15.278,1039
414,15.285,1039
414,15.285,1039
414,15.285,1039
414,15.285,1040
414,15.285,1040
414,15.285,1040
414,15.293,1040
414,15.293,1040
414,15.285,1040
414,15.285,1040
414,15.293,1040
414,15.293,1040
414,15.293,1040
414,15.301,1040
414,15.301,1040
414,15.301,1040
415,15.301,1040
415,15.301,1040
415,15.301,1040
415,15.309,1041
415,15.309,1041
415,15.309,1041
415,15.309,1041
415,15.309,1041
415,15.309,1041
415,15.309,1041
415,15.316,1041
415,15.309,1041
415,15.309,1041
415,15.309,1041
415,15.316,1041
415,15.316,1041
415,15.316,1041
415,15.316,1041
415,15.324,1041
415,15.324,1042
415,15.324,1042
415,15.324,1042
415,15.324,1042
415,15.332,1042
415,15.332,1042
415,15.332,1042
415,15.332,1042
415,15.332,1042
415,15.332,1042
415,15.332,1042
415,15.332,1042
415,15.332,1042
415,15.34,1042
415,15.34,1042
415,15.34,1042
415,15.34,1043
415,15.34,1043
415,15.34,1043
415,15.34,1043
415,15.347,1043
416,15.347,1043
416,15.347,1043
416,15.347,1043
416,15.347,1043
416,15.347,1043
416,15.347,1043
416,15.347,1043
416,15.355,1043
416,15.355,1043
416,15.355,1043
416,15.355,1043
416,15.355,1044
416,15.355,1044
416,15.355,1044
416,15.355,1044
416,15.363,1044
416,15.363,1044
416,15.363,1044
416,15.363,1044
416,15.363,1044
416,15.363,1044
416,15.37,1044
416,15.37,1044
416,15.37,1044
416,15.37,1044
416,15.37,1044
416,15.37,1044
416,15.37,1045
416,15.37,1045
416,15.37,1045
416,15.37,1045
416,15.37,1045
416,15.378,1045
416,15.378,1045
416,15.378,1045
416,15.378,1045
416,15.386,1045
416,15.386,1045
416,15.386,1045
416,15.386,1045
416,15.386,1045
417,15.386,1045
417,15.386,1045
417,15.386,1046
417,15.386,1046
417,15.394,1046
417,15.394,1046
417,15.394,1046
417,15.394,1046
417,15.394,1046
417,15.394,1046
417,15.394,1046
417,15.401,1046
417,15.401,1046
417,15.401,1046
417,15.401,1046
417,15.401,1046
417,15.401,1046
417,15.401,1046
417,15.409,1047
417,15.409,1047
417,15.409,1047
417,15.409,1047
417,15.409,1047
417,15.409,1047
417,15.417,1047
417,15.417,1047
417,15.417,1047
417,15.417,1047
417,15.417,1047
417,15.417,1047
417,15.424,1047
417,15.424,1047
417,15.424,1047
417,15.424,1047
417,15.424,1048
417,15.424,1048
417,15.424,1048
417,15.424,1048
417,15.424,1048
417,15.432,1048
418,15.424,1048
418,15.432,1048
418,15.432,1048
418,15.432,1048
418,15.432,1048
418,15.432,1048
418,15.432,1048
418,15.44,1048
418,15.44,1048
418,15.44,1048
418,15.44,1049
418,15.44,1049
418,15.44,1049
418,15.44,1049
418,15.44,1049
418,15.44,1049
418,15.44,1049
418,15.448,1049
418,15.448,1049
418,15.448,1049
418,15.448,1049
418,15.448,1049
418,15.448,1049
418,15.455,1049
418,15.455,1049
418,15.455,1049
418,15.455,1050
418,15.455,1050
418,15.463,1050
418,15.455,1050
418,15.455,1050
418,15.463,1050
418,15.463,1050
418,15.463,1050
418,15.463,1050
418,15.463,1050
418,15.471,1050
418,15.471,1050
418,15.471,1050
418,15.471,1050
419,15.471,1050
419,15.471,1050
419,15.471,1051
419,15.471,1051
419,15.471,1051
419,15.478,1051
419,15.478,1051
419,15.478,1051
419,15.478,1051
419,15.478,1051
419,15.486,1051
419,15.486,1051
419,15.486,1051
419,15.486,1051
419,15.486,1051
419,15.486,1051
419,15.494,1051
419,15.494,1051
419,15.494,1052
419,15.494,1052
419,15.494,1052
419,15.494,1052
419,15.494,1052
419,15.494,1052
419,15.502,1052
419,15.502,1052
419,15.502,1052
419,15.502,1052
419,15.509,1052
419,15.502,1052
419,15.509,1052
419,15.509,1052
419,15.509,1052
419,15.509,1052
419,15.509,1053
419,15.509,1053
419,15.509,1053
419,15.509,1053
419,15.517,1053
419,15.517,1053
420,15.517,1053
420,15.517,1053
420,15.517,1053
420,15.517,1053
420,15.517,1053
420,15.525,1053
420,15.525,1053
420,15.525,1053
420,15.525,1053
420,15.525,1053
420,15.525,1054
420,15.532,1054
420,15.532,1054
420,15.532,1054
420,15.532,1054
420,15.532,1054
420,15.532,1054
420,15.532,1054
420,15.54,1054
420,15.54,1054
420,15.54,1054
420,15.54,1054
420,15.54,1054
420,15.54,1054
420,15.54,1054
420,15.54,1054
420,15.548,1055
420,15.548,1055
420,15.548,1055
420,15.548,1055
420,15.548,1055
420,15.548,1055
420,15.548,1055
420,15.548,1055
420,15.556,1055
420,15.556,1055
420,15.556,1055
420,15.556,1055
420,15.556,1055
420,15.556,1055
421,15.556,1055
421,15.556,1055
421,15.556,1056
421,15.563,1056
421,15.563,1056
421,15.563,1056
421,15.563,1056
421,15.563,1056
421,15.571,1056
421,15.571,1056
421,15.571,1056
421,15.571,1056
421,15.571,1056
421,15.571,1056
421,15.571,1056
421,15.571,1056
421,15.571,1056
421,15.571,1056
421,15.571,1057
421,15.571,1057
421,15.571,1057
421,15.579,1057
421,15.579,1057
421,15.571,1057
421,15.579,1057
421,15.579,1057
421,15.579,1057
421,15.579,1057
421,15.579,1057
421,15.579,1057
421,15.579,1057
421,15.579,1057
421,15.586,1057
421,15.586,1057
421,15.586,1058
421,15.586,1058
421,15.586,1058
421,15.586,1058
421,15.586,1058
421,15.586,1058
422,15.586,1058
422,15.586,1058
422,15.586,1058
422,15.594,1058
422,15.594,1058
422,15.586,1058
422,15.586,1058
422,15.586,1058
422,15.586,1058
422,15.594,1058
422,15.594,1059
422,15.594,1059
422,15.594,1059
422,15.594,1059
422,15.594,1059
422,15.594,1059
422,15.594,1059
422,15.594,1059
422,15.594,1059
422,15.602,1059
422,15.594,1059
422,15.602,1059
422,15.602,1059
422,15.61,1059
422,15.61,1059
422,15.602,1059
422,15.602,1060
422,15.602,1060
422,15.602,1060
422,15.602,1060
422,15.602,1060
422,15.602,1060
422,15.602,1060
422,15.602,1060
422,15.61,1060
422,15.61,1060
422,15.61,1060
422,15.61,1060
422,15.61,1060
422,15.61,1060
423,15.61,1060
423,15.61,1060
423,15.61,1061
423,15.61,1061
423,15.617,1061
423,15.617,1061
423,15.617,1061
423,15.61,1061
423,15.61,1061
423,15.61,1061
423,15.617,1061
423,15.617,1061
423,15.617,1061
423,15.617,1061
423,15.617,1061
423,15.617,1061
423,15.617,1061
423,15.617,1061
423,15.617,1062
423,15.625,1062
423,15.625,1062
423,15.625,1062
423,15.625,1062
423,15.625,1062
423,15.625,1062
423,15.625,1062
423,15.625,1062
423,15.625,1062
423,15.625,1062
423,15.625,1062
423,15.625,1062
423,15.625,1062
423,15.625,1062
423,15.625,1062
423,15.625,1063
423,15.625,1063
423,15.625,1063
423,15.625,1063
423,15.625,1063
423,15.625,1063
423,15.625,1063
424,15.625,1063
424,15.633,1063
424,15.633,1063
424,15.633,1063
424,15.633,1063
424,15.633,1063
424,15.633,1063
424,15.633,1063
424,15.633,1063
424,15.633,1064
424,15.633,1064
424,15.633,1064
424,15.633,1064
424,15.64,1064
424,15.64,1064
424,15.633,1064
424,15.633,1064
424,15.633,1064
424,15.633,1064
424,15.64,1064
424,15.64,1064
424,15.64,1064
424,15.64,1064
424,15.64,1064
424,15.64,1064
424,15.64,1065
424,15.64,1065
424,15.64,1065
424,15.64,1065
424,15.64,1065
424,15.64,1065
424,15.64,1065
424,15.648,1065
424,15.64,1065
424,15.648,1065
424,15.648,1065
424,15.648,1065
424,15.648,1065
424,15.648,1065
424,15.648,1065
425,15.648,1065
425,15.648,1066
425,15.648,1066
425,15.656,1066
425,15.656,1066
425,15.656,1066
425,15.656,1066
425,15.656,1066
425,15.656,1066
425,15.656,1066
425,15.656,1066
425,15.656,1066
425,15.656,1066
425,15.656,1066
425,15.664,1066
425,15.664,1066
425,15.664,1066
425,15.664,1067
425,15.664,1067
425,15.664,1067
425,15.664,1067
425,15.664,1067
425,15.671,1067
425,15.671,1067
425,15.671,1067
425,15.671,1067
425,15.671,1067
425,15.671,1067
425,15.671,1067
425,15.679,1067
425,15.679,1067
425,15.679,1067
425,15.679,1067
425,15.679,1068
425,15.687,1068
425,15.679,1068
425,15.687,1068
425,15.687,1068
425,15.687,1068
425,15.679,1068
426,15.679,1068
426,15.687,1068
426,15.687,1068
426,15.687,1068
426,15.687,1068
426,15.694,1068
426,15.694,1068
426,15.694,1068
426,15.694,1068
426,15.694,1069
426,15.694,1069
426,15.694,1069
426,15.694,1069
426,15.702,1069
426,15.702,1069
426,15.702,1069
426,15.702,1069
426,15.702,1069
426,15.702,1069
426,15.702,1069
426,15.702,1069
426,15.702,1069
426,15.71,1069
426,15.71,1069
426,15.71,1069
426,15.71,1070
426,15.71,1070
426,15.71,1070
426,15.718,1070
426,15.718,1070
426,15.718,1070
426,15.718,1070
426,15.718,1070
426,15.718,1070
426,15.718,1070
426,15.718,1070
426,15.725,1070
426,15.725,1070
426,15.725,1070
426,15.725,1070
427,15.725,1070
427,15.725,1071
427,15.725,1071
427,15.725,1071
427,15.733,1071
427,15.733,1071
427,15.733,1071
427,15.733,1071
427,15.733,1071
427,15.733,1071
427,15.733,1071
427,15.741,1071
427,15.741,1071
427,15.741,1071
427,15.741,1071
427,15.741,1071
427,15.741,1071
427,15.741,1072
427,15.748,1072
427,15.748,1072
427,15.748,1072
427,15.748,1072
427,15.748,1072
427,15.756,1072
427,15.756,1072
427,15.756,1072
427,15.756,1072
427,15.756,1072
427,15.756,1072
427,15.756,1072
427,15.756,1072
427,15.764,1072
427,15.764,1072
427,15.764,1073
427,15.764,1073
427,15.764,1073
427,15.772,1073
427,15.772,1073
427,15.772,1073
427,15.764,1073
428,15.764,1073
428,15.772,1073
428,15.772,1073
428,15.772,1073
428,15.772,1073
428,15.772,1073
428,15.772,1073
428,15.772,1073
428,15.772,1073
428,15.779,1074
428,15.779,1074
428,15.779,1074
428,15.779,1074
428,15.779,1074
428,15.779,1074
428,15.779,1074
428,15.779,1074
428,15.779,1074
428,15.779,1074
428,15.779,1074
428,15.779,1074
428,15.779,1074
428,15.787,1074
428,15.787,1074
428,15.779,1074
428,15.787,1075
428,15.787,1075
428,15.787,1075
428,15.787,1075
428,15.795,1075
428,15.787,1075
428,15.787,1075
428,15.795,1075
428,15.795,1075
428,15.795,1075
428,15.795,1075
428,15.795,1075
428,15.795,1075
428,15.795,1075
428,15.795,1075
429,15.795,1075
429,15.795,1076
429,15.795,1076
429,15.802,1076
429,15.802,1076
429,15.802,1076
429,15.802,1076
429,15.802,1076
429,15.802,1076
429,15.802,1076
429,15.81,1076
429,15.81,1076
429,15.81,1076
429,15.81,1076
429,15.81,1076
429,15.802,1076
429,15.81,1076
429,15.81,1077
429,15.81,1077
429,15.81,1077
429,15.818,1077
429,15.818,1077
429,15.81,1077
429,15.818,1077
429,15.818,1077
429,15.818,1077
429,15.818,1077
429,15.818,1077
429,15.818,1077
429,15.818,1077
429,15.818,1077
429,15.818,1077
429,15.818,1077
429,15.818,1078
429,15.826,1078
429,15.826,1078
429,15.826,1078
429,15.826,1078
429,15.826,1078
429,15.826,1078
429,15.826,1078
430,15.826,1078
430,15.826,1078
430,15.826,1078
430,15.826,1078
430,15.826,1078
430,15.826,1078
430,15.833,1078
430,15.833,1078
430,15.826,1079
430,15.826,1079
430,15.826,1079
430,15.826,1079
430,15.826,1079
430,15.833,1079
430,15.833,1079
430,15.833,1079
430,15.833,1079
430,15.833,1079
430,15.841,1079
430,15.833,1079
430,15.833,1079
430,15.841,1079
430,15.841,1079
430,15.841,1079
430,15.841,1080
430,15.841,1080
430,15.841,1080
430,15.841,1080
430,15.841,1080
430,15.841,1080
430,15.841,1080
430,15.841,1080
430,15.841,1080
430,15.841,1080
430,15.841,1080
430,15.841,1080
430,15.841,1080
430,15.841,1080
430,15.841,1080
430,15.849,1080
431,15.849,1081
431,15.849,1081
431,15.849,1081
431,15.849,1081
431,15.849,1081
431,15.856,1081
431,15.856,1081
431,15.856,1081
431,15.856,1081
431,15.856,1081
431,15.856,1081
431,15.856,1081
