Strain (%),Stress (MPa),Time (sec)
0.0478,0.5,
0.0956,0.5111,
0.1474,0.5222,
0.1952,0.5222,
0.247,0.5333,
0.295,0.5444,
0.347,0.5556,
0.394,0.5556,
0.446,0.5667,1
0.494,0.5667,1
0.546,0.5778,1
0.594,0.5889,1
0.645,0.5889,1
0.693,0.6,1
0.745,0.6111,1
0.797,0.6222,1
0.845,0.6333,1
0.892,0.6333,1
0.944,0.6444,1
0.996,0.6444,1
1.044,0.6444,1
1.092,0.6556,1
1.143,0.6667,1
1.195,0.6667,1
1.243,0.6778,2
1.291,0.6889,2
1.343,0.6889,2
1.394,0.7,2
1.442,0.7,2
1.49,0.7111,2
1.542,0.7222,2
1.594,0.7222,2
1.641,0.7333,2
1.689,0.7333,2
1.741,0.7444,2
1.793,0.7556,2
1.841,0.7667,2
1.888,0.7778,2
1.94,0.7778,2
1.988,0.7778,2
2.04,0.7889,3
2.09,0.8,3
2.14,0.8111,3
2.19,0.8111,3
2.24,0.8222,3
2.29,0.8222,3
2.34,0.8333,3
2.39,0.8333,3
2.44,0.8444,3
2.49,0.8556,3
2.54,0.8556,3
2.59,0.8667,3
2.64,0.8778,3
2.69,0.8889,3
2.74,0.8889,3
2.79,0.9,3
2.84,0.9,4
2.89,0.9111,4
2.94,0.9111,4
2.99,0.9222,4
3.04,0.9333,4
3.09,0.9333,4
3.14,0.9444,4
3.18,0.9556,4
3.24,0.9556,4
3.29,0.9667,4
3.33,0.9778,4
3.38,0.9778,4
3.43,0.9889,4
3.49,0.9889,4
3.54,1,4
3.58,1,4
3.63,1.0111,5
3.68,1.0222,5
3.73,1.0222,5
3.78,1.0333,5
3.83,1.0333,5
3.88,1.0444,5
3.93,1.0556,5
3.98,1.0556,5
4.03,1.0667,5
4.08,1.0778,5
4.13,1.0778,5
4.18,1.0889,5
4.23,1.0889,5
4.28,1.0889,5
4.33,1.1,5
4.39,1.1111,5
4.43,1.1111,6
4.48,1.1111,6
4.53,1.1222,6
4.58,1.1333,6
4.63,1.1333,6
4.68,1.1444,6
4.73,1.1444,6
4.78,1.1556,6
4.83,1.1667,6
4.88,1.1667,6
4.93,1.1778,6
4.98,1.1778,6
5.03,1.1889,6
5.08,1.1889,6
5.13,1.2,6
5.18,1.2,6
5.24,1.2111,7
5.28,1.2222,7
5.33,1.2222,7
5.38,1.2333,7
5.43,1.2333,7
5.48,1.2444,7
5.53,1.2556,7
5.57,1.2556,7
5.63,1.2556,7
5.67,1.2667,7
5.73,1.2667,7
5.77,1.2778,7
5.82,1.2889,7
5.87,1.2889,7
5.92,1.3,7
5.97,1.3,7
6.02,1.3111,8
6.07,1.3222,8
6.12,1.3222,8
6.18,1.3333,8
6.22,1.3333,8
6.27,1.3444,8
6.32,1.3444,8
6.37,1.3556,8
6.42,1.3667,8
6.47,1.3667,8
6.52,1.3667,8
6.57,1.3778,8
6.62,1.3889,8
6.67,1.3889,8
6.72,1.4,8
6.77,1.4,8
6.82,1.4111,9
6.87,1.4111,9
6.92,1.4111,9
6.98,1.4222,9
7.02,1.4222,9
7.07,1.4333,9
7.12,1.4333,9
7.17,1.4444,9
7.22,1.4556,9
7.27,1.4556,9
7.32,1.4667,9
7.37,1.4667,9
7.42,1.4667,9
7.47,1.4778,9
7.52,1.4778,9
7.57,1.4889,9
7.62,1.5,10
7.67,1.5,10
7.72,1.5,10
7.77,1.5111,10
7.82,1.5111,10
7.86,1.5222,10
7.92,1.5222,10
7.97,1.5333,10
8.02,1.5333,10
8.06,1.5444,10
8.12,1.5444,10
8.17,1.5444,10
8.22,1.5556,10
8.26,1.5556,10
8.31,1.5667,10
8.37,1.5667,10
8.41,1.5778,11
8.46,1.5778,11
8.51,1.5889,11
8.57,1.6,11
8.61,1.6,11
8.67,1.6,11
8.71,1.6111,11
8.76,1.6111,11
8.81,1.6222,11
8.86,1.6222,11
8.91,1.6222,11
8.96,1.6333,11
9.01,1.6333,11
9.06,1.6444,11
9.11,1.6444,11
9.16,1.6556,11
9.21,1.6556,12
9.26,1.6667,12
9.31,1.6667,12
9.36,1.6667,12
9.41,1.6778,12
9.46,1.6889,12
9.51,1.6889,12
9.56,1.6889,12
9.61,1.7,12
9.66,1.7,12
9.71,1.7111,12
9.76,1.7111,12
9.81,1.7111,12
9.86,1.7222,12
9.91,1.7222,12
9.96,1.7333,12
10.01,1.7333,13
10.06,1.7444,13
10.11,1.7444,13
10.16,1.7444,13
10.21,1.7556,13
10.25,1.7556,13
10.31,1.7667,13
10.35,1.7667,13
10.41,1.7778,13
10.46,1.7778,13
10.51,1.7778,13
10.56,1.7889,13
10.61,1.7889,13
10.66,1.7889,13
10.71,1.8,13
10.75,1.8,13
10.81,1.8111,14
10.86,1.8111,14
10.91,1.8111,14
10.95,1.8222,14
11,1.8222,14
11.06,1.8222,14
11.1,1.8222,14
11.15,1.8333,14
11.2,1.8333,14
11.25,1.8444,14
11.3,1.8444,14
11.35,1.8444,14
11.4,1.8556,14
11.45,1.8556,14
11.5,1.8667,14
11.55,1.8667,14
11.6,1.8667,15
11.65,1.8778,15
11.7,1.8778,15
11.75,1.8889,15
11.8,1.8889,15
11.85,1.8889,15
11.9,1.9,15
11.95,1.9,15
12,1.9,15
12.06,1.9111,15
12.1,1.9111,15
12.15,1.9111,15
12.2,1.9222,15
12.25,1.9222,15
12.3,1.9222,15
12.35,1.9333,15
12.4,1.9333,16
12.45,1.9333,16
12.5,1.9444,16
12.55,1.9444,16
12.6,1.9444,16
12.65,1.9556,16
12.7,1.9556,16
12.75,1.9556,16
12.8,1.9667,16
12.85,1.9667,16
12.9,1.9778,16
12.94,1.9778,16
13,1.9778,16
13.04,1.9778,16
13.09,1.9889,16
13.14,1.9889,16
13.2,1.9889,17
13.24,2,17
13.3,2,17
13.34,2,17
13.39,2.011,17
13.44,2.011,17
13.49,2.011,17
13.55,2.022,17
13.59,2.022,17
13.64,2.022,17
13.69,2.033,17
13.75,2.033,17
13.79,2.044,17
13.84,2.044,17
13.89,2.056,17
13.94,2.056,17
13.99,2.056,18
14.04,2.056,18
14.09,2.067,18
14.14,2.067,18
14.19,2.067,18
14.24,2.078,18
14.29,2.078,18
14.34,2.078,18
14.39,2.078,18
14.44,2.089,18
14.49,2.089,18
14.54,2.1,18
14.59,2.1,18
14.64,2.1,18
14.69,2.1,18
14.74,2.111,18
14.79,2.111,19
14.84,2.111,19
14.89,2.111,19
14.94,2.122,19
14.99,2.122,19
15.04,2.122,19
15.09,2.133,19
15.14,2.133,19
15.19,2.133,19
15.24,2.133,19
15.29,2.144,19
15.34,2.144,19
15.39,2.156,19
15.43,2.156,19
15.49,2.156,19
15.54,2.156,19
15.59,2.167,20
15.63,2.167,20
15.69,2.167,20
15.74,2.167,20
15.78,2.178,20
15.83,2.178,20
15.88,2.178,20
15.94,2.189,20
15.98,2.189,20
16.03,2.189,20
16.08,2.189,20
16.14,2.2,20
16.18,2.2,20
16.23,2.2,20
16.28,2.211,20
16.33,2.211,20
16.38,2.211,21
16.43,2.211,21
16.48,2.211,21
16.53,2.222,21
16.58,2.222,21
16.63,2.222,21
16.68,2.233,21
16.73,2.233,21
16.78,2.233,21
16.83,2.233,21
16.88,2.244,21
16.93,2.244,21
16.98,2.244,21
17.03,2.256,21
17.08,2.256,21
17.13,2.256,21
17.18,2.256,22
17.23,2.256,22
17.28,2.256,22
17.33,2.267,22
17.38,2.267,22
17.43,2.267,22
17.48,2.278,22
17.53,2.278,22
17.58,2.278,22
17.63,2.278,22
17.68,2.278,22
17.73,2.278,22
17.78,2.289,22
17.83,2.289,22
17.88,2.289,22
17.92,2.3,22
17.98,2.3,23
18.03,2.3,23
18.08,2.311,23
18.13,2.311,23
18.18,2.311,23
18.23,2.311,23
18.27,2.311,23
18.32,2.322,23
18.37,2.322,23
18.43,2.322,23
18.47,2.322,23
18.52,2.333,23
18.57,2.333,23
18.63,2.333,23
18.67,2.333,23
18.72,2.344,23
18.77,2.344,24
18.82,2.344,24
18.87,2.344,24
18.92,2.344,24
18.97,2.344,24
19.02,2.356,24
19.07,2.356,24
19.12,2.356,24
19.17,2.356,24
19.22,2.367,24
19.27,2.367,24
19.32,2.367,24
19.37,2.367,24
19.42,2.367,24
19.47,2.367,24
19.52,2.378,24
19.57,2.378,25
19.62,2.389,25
19.67,2.389,25
19.72,2.389,25
19.77,2.389,25
19.82,2.389,25
19.87,2.389,25
19.92,2.4,25
19.97,2.4,25
20,2.4,25
20.1,2.4,25
20.1,2.411,25
20.2,2.411,25
20.2,2.411,25
20.3,2.411,25
20.3,2.411,25
20.4,2.422,26
20.4,2.422,26
20.5,2.422,26
20.5,2.422,26
20.6,2.422,26
20.6,2.433,26
20.7,2.433,26
20.7,2.433,26
20.8,2.433,26
20.8,2.433,26
20.9,2.444,26
20.9,2.444,26
21,2.444,26
21,2.444,26
21.1,2.444,26
21.1,2.444,26
21.2,2.456,27
21.2,2.456,27
21.3,2.456,27
21.3,2.456,27
21.4,2.456,27
21.4,2.467,27
21.5,2.467,27
21.5,2.467,27
21.6,2.478,27
21.6,2.478,27
21.7,2.478,27
21.7,2.478,27
21.8,2.478,27
21.8,2.478,27
21.9,2.489,27
21.9,2.489,27
22,2.489,28
22,2.489,28
22.1,2.5,28
22.1,2.5,28
22.2,2.5,28
22.2,2.5,28
22.3,2.5,28
22.3,2.5,28
22.4,2.5,28
22.4,2.5,28
22.5,2.511,28
22.5,2.511,28
22.6,2.511,28
22.6,2.511,28
22.7,2.511,28
22.7,2.522,28
22.8,2.522,29
22.8,2.522,29
22.9,2.522,29
22.9,2.522,29
23,2.533,29
23,2.533,29
23.1,2.533,29
23.1,2.533,29
23.2,2.533,29
23.2,2.533,29
23.3,2.533,29
23.3,2.544,29
23.4,2.544,29
23.4,2.544,29
23.5,2.544,29
23.5,2.544,29
23.6,2.544,30
23.6,2.544,30
23.7,2.556,30
23.7,2.556,30
23.8,2.556,30
23.8,2.556,30
23.9,2.567,30
23.9,2.567,30
24,2.567,30
24,2.567,30
24.1,2.567,30
24.1,2.567,30
24.2,2.578,30
24.2,2.578,30
24.3,2.578,30
24.3,2.578,30
24.4,2.578,31
24.4,2.589,31
24.5,2.589,31
24.5,2.589,31
24.5,2.589,31
24.6,2.589,31
24.6,2.589,31
24.7,2.6,31
24.7,2.6,31
24.8,2.6,31
24.8,2.6,31
24.9,2.6,31
24.9,2.6,31
25,2.6,31
25,2.6,31
25.1,2.611,31
25.1,2.611,32
25.2,2.611,32
25.2,2.611,32
25.3,2.611,32
25.3,2.611,32
25.4,2.611,32
25.4,2.611,32
25.5,2.622,32
25.5,2.622,32
25.6,2.622,32
25.6,2.622,32
25.7,2.622,32
25.7,2.633,32
25.8,2.633,32
25.8,2.633,32
25.9,2.633,32
25.9,2.633,33
26,2.633,33
26,2.633,33
26.1,2.633,33
26.1,2.644,33
26.2,2.644,33
26.2,2.644,33
26.3,2.644,33
26.3,2.644,33
26.4,2.644,33
26.4,2.656,33
26.5,2.656,33
26.5,2.656,33
26.6,2.656,33
26.6,2.656,33
26.7,2.656,33
26.7,2.656,34
26.8,2.656,34
26.8,2.667,34
26.9,2.667,34
26.9,2.667,34
27,2.667,34
27,2.667,34
27.1,2.678,34
27.1,2.678,34
27.2,2.678,34
27.2,2.678,34
27.3,2.678,34
27.3,2.678,34
27.4,2.678,34
27.4,2.678,34
27.5,2.689,34
27.5,2.689,35
27.6,2.689,35
27.6,2.689,35
27.7,2.689,35
27.7,2.689,35
27.8,2.7,35
27.8,2.7,35
27.9,2.7,35
27.9,2.7,35
28,2.7,35
28,2.7,35
28.1,2.7,35
28.1,2.7,35
28.2,2.711,35
28.2,2.711,35
28.3,2.711,35
28.3,2.711,36
28.4,2.711,36
28.4,2.711,36
28.5,2.711,36
28.5,2.722,36
28.6,2.722,36
28.6,2.722,36
28.7,2.722,36
28.7,2.722,36
28.8,2.722,36
28.8,2.733,36
28.9,2.733,36
28.9,2.733,36
29,2.733,36
29,2.733,36
29.1,2.733,36
29.1,2.733,37
29.2,2.744,37
29.2,2.744,37
29.3,2.744,37
29.3,2.744,37
29.4,2.744,37
29.4,2.744,37
29.5,2.744,37
29.5,2.744,37
29.6,2.744,37
29.6,2.756,37
29.7,2.756,37
29.7,2.756,37
29.8,2.756,37
29.8,2.756,37
29.9,2.756,37
29.9,2.767,38
30,2.756,38
30,2.767,38
30.1,2.767,38
30.1,2.767,38
30.2,2.767,38
30.2,2.767,38
30.3,2.767,38
30.3,2.778,38
30.4,2.778,38
30.4,2.778,38
30.5,2.778,38
30.5,2.778,38
30.6,2.778,38
30.6,2.778,38
30.7,2.778,38
30.7,2.778,39
30.8,2.778,39
30.8,2.778,39
30.9,2.789,39
30.9,2.789,39
31,2.789,39
31,2.789,39
31.1,2.789,39
31.1,2.789,39
31.2,2.789,39
31.2,2.8,39
31.3,2.8,39
31.3,2.8,39
31.4,2.8,39
31.4,2.8,39
31.5,2.8,39
31.5,2.8,40
31.6,2.8,40
31.6,2.8,40
31.7,2.811,40
31.7,2.811,40
31.8,2.811,40
31.8,2.811,40
31.9,2.811,40
31.9,2.811,40
32,2.811,40
32,2.811,40
32.1,2.822,40
32.1,2.822,40
32.2,2.822,40
32.2,2.822,40
32.3,2.822,40
32.3,2.822,41
32.4,2.822,41
32.4,2.833,41
32.5,2.833,41
32.5,2.833,41
32.6,2.833,41
32.6,2.833,41
32.7,2.833,41
32.7,2.833,41
32.8,2.833,41
32.8,2.833,41
32.9,2.833,41
32.9,2.833,41
33,2.833,41
33,2.844,41
33.1,2.844,41
33.1,2.844,42
33.2,2.844,42
33.2,2.844,42
33.3,2.844,42
33.3,2.856,42
33.4,2.856,42
33.4,2.856,42
33.5,2.856,42
33.5,2.856,42
33.6,2.856,42
33.6,2.856,42
33.7,2.856,42
33.7,2.856,42
33.8,2.856,42
33.8,2.856,42
33.9,2.867,42
33.9,2.867,43
34,2.867,43
34,2.867,43
34.1,2.867,43
34.1,2.867,43
34.2,2.867,43
34.2,2.867,43
34.3,2.867,43
34.3,2.878,43
34.4,2.878,43
34.4,2.878,43
34.5,2.878,43
34.5,2.878,43
34.6,2.878,43
34.6,2.878,43
34.7,2.878,43
34.7,2.878,44
34.8,2.878,44
34.8,2.878,44
34.9,2.878,44
34.9,2.878,44
35,2.889,44
35,2.889,44
35.1,2.889,44
35.1,2.889,44
35.2,2.889,44
35.2,2.889,44
35.3,2.889,44
35.3,2.889,44
35.4,2.889,44
35.4,2.9,44
35.5,2.9,44
35.5,2.9,45
35.6,2.9,45
35.6,2.9,45
35.7,2.9,45
35.7,2.9,45
35.8,2.911,45
35.8,2.911,45
35.9,2.911,45
35.9,2.9,45
36,2.911,45
36,2.911,45
36.1,2.911,45
36.1,2.911,45
36.2,2.911,45
36.2,2.911,45
36.3,2.911,45
36.3,2.911,46
36.4,2.911,46
36.4,2.911,46
36.5,2.922,46
36.5,2.922,46
36.5,2.922,46
36.6,2.922,46
36.6,2.922,46
36.7,2.922,46
36.8,2.922,46
36.8,2.922,46
36.8,2.922,46
36.9,2.922,46
36.9,2.933,46
37,2.933,46
37.1,2.933,46
37.1,2.933,47
37.1,2.933,47
37.2,2.933,47
37.2,2.933,47
37.3,2.933,47
37.3,2.933,47
37.4,2.933,47
37.5,2.944,47
37.5,2.944,47
37.5,2.944,47
37.6,2.944,47
37.6,2.944,47
37.7,2.944,47
37.7,2.944,47
37.8,2.944,47
37.8,2.956,47
37.9,2.956,48
37.9,2.956,48
38,2.956,48
38,2.956,48
38.1,2.956,48
38.1,2.956,48
38.2,2.956,48
38.2,2.956,48
38.3,2.956,48
38.3,2.967,48
38.4,2.967,48
38.4,2.967,48
38.5,2.956,48
38.5,2.956,48
38.6,2.967,48
38.6,2.967,48
38.7,2.967,49
38.7,2.967,49
38.8,2.967,49
38.8,2.967,49
38.9,2.967,49
38.9,2.967,49
39,2.967,49
39,2.967,49
39.1,2.978,49
39.1,2.978,49
39.2,2.978,49
39.2,2.978,49
39.3,2.978,49
39.3,2.978,49
39.4,2.978,49
39.4,2.978,49
39.5,2.978,50
39.5,2.978,50
39.6,2.978,50
39.6,2.978,50
39.7,2.989,50
39.7,2.989,50
39.8,2.989,50
39.8,2.989,50
39.9,2.989,50
39.9,2.989,50
40,2.989,50
40,2.989,50
40.1,2.989,50
40.1,2.989,50
40.2,2.989,50
40.2,2.989,50
40.3,2.989,51
40.3,3,51
40.4,3,51
40.4,3,51
40.5,3,51
40.5,3,51
40.6,3,51
40.6,3,51
40.7,3,51
40.7,3,51
40.8,3.011,51
40.8,3,51
40.9,3,51
40.9,3,51
41,3,51
41,3.011,51
41.1,3.011,52
41.1,3.011,52
41.2,3.011,52
41.2,3.011,52
41.3,3.011,52
41.3,3.011,52
41.4,3.011,52
41.4,3.011,52
41.5,3.011,52
41.5,3.011,52
41.6,3.011,52
41.6,3.022,52
41.7,3.022,52
41.7,3.022,52
41.8,3.022,52
41.8,3.022,52
41.9,3.022,53
41.9,3.022,53
42,3.022,53
42,3.022,53
42.1,3.022,53
42.1,3.022,53
42.2,3.022,53
42.2,3.022,53
42.3,3.033,53
42.3,3.033,53
42.4,3.033,53
42.4,3.033,53
42.5,3.033,53
42.5,3.033,53
42.6,3.033,53
42.6,3.033,53
42.7,3.033,54
42.7,3.033,54
42.8,3.033,54
42.8,3.033,54
42.9,3.033,54
42.9,3.033,54
43,3.044,54
43,3.044,54
43.1,3.044,54
43.1,3.044,54
43.2,3.044,54
43.2,3.044,54
43.3,3.044,54
43.3,3.044,54
43.4,3.044,54
43.4,3.044,54
43.5,3.044,55
43.5,3.056,55
43.6,3.056,55
43.6,3.044,55
43.7,3.044,55
43.7,3.056,55
43.8,3.056,55
43.8,3.056,55
43.9,3.056,55
43.9,3.056,55
44,3.056,55
44,3.056,55
44.1,3.056,55
44.1,3.067,55
44.2,3.056,55
44.2,3.067,55
44.3,3.067,56
44.3,3.067,56
44.4,3.067,56
44.4,3.067,56
44.5,3.067,56
44.5,3.067,56
44.6,3.067,56
44.6,3.067,56
44.7,3.067,56
44.7,3.067,56
44.8,3.067,56
44.8,3.067,56
44.9,3.067,56
44.9,3.067,56
45,3.067,56
45,3.067,56
45.1,3.078,57
45.1,3.078,57
45.2,3.078,57
45.2,3.078,57
45.3,3.078,57
45.3,3.078,57
45.4,3.078,57
45.4,3.078,57
45.5,3.078,57
45.5,3.078,57
45.6,3.078,57
45.6,3.078,57
45.7,3.089,57
45.7,3.089,57
45.8,3.089,57
45.8,3.089,57
45.9,3.089,58
45.9,3.089,58
46,3.089,58
46,3.089,58
46.1,3.089,58
46.1,3.089,58
46.2,3.089,58
46.2,3.089,58
46.3,3.089,58
46.3,3.089,58
46.4,3.1,58
46.4,3.1,58
46.5,3.1,58
46.5,3.1,58
46.6,3.1,58
46.6,3.1,58
46.7,3.1,59
46.7,3.1,59
46.8,3.1,59
46.8,3.1,59
46.9,3.111,59
46.9,3.111,59
47,3.111,59
47,3.1,59
47.1,3.1,59
47.1,3.111,59
47.2,3.111,59
47.2,3.111,59
47.3,3.111,59
47.3,3.111,59
47.4,3.111,59
47.4,3.111,59
47.5,3.111,60
47.5,3.111,60
47.6,3.111,60
47.6,3.111,60
47.7,3.122,60
47.7,3.122,60
47.8,3.122,60
47.8,3.122,60
47.9,3.122,60
47.9,3.122,60
48,3.122,60
48,3.122,60
48.1,3.122,60
48.1,3.122,60
48.2,3.122,60
48.2,3.122,60
48.3,3.122,61
48.3,3.122,61
48.4,3.133,61
48.4,3.133,61
48.5,3.122,61
48.5,3.133,61
48.6,3.133,61
48.6,3.133,61
48.7,3.133,61
48.7,3.133,61
48.8,3.133,61
48.8,3.133,61
48.9,3.133,61
48.9,3.133,61
49,3.133,61
49,3.133,61
49.1,3.133,62
49.1,3.133,62
49.2,3.133,62
49.2,3.133,62
49.3,3.133,62
49.3,3.133,62
49.4,3.144,62
49.4,3.144,62
49.5,3.144,62
49.5,3.144,62
49.5,3.144,62
49.6,3.144,62
49.6,3.144,62
49.7,3.144,62
49.7,3.144,62
49.8,3.144,62
49.8,3.144,63
49.9,3.144,63
49.9,3.144,63
50,3.144,63
50,3.144,63
50.1,3.144,63
50.1,3.144,63
50.2,3.144,63
50.2,3.144,63
50.3,3.156,63
50.3,3.156,63
50.4,3.156,63
50.4,3.144,63
50.5,3.156,63
50.5,3.156,63
50.6,3.156,63
50.6,3.156,64
50.7,3.156,64
50.7,3.156,64
50.8,3.156,64
50.8,3.156,64
50.9,3.156,64
50.9,3.167,64
51,3.167,64
51,3.167,64
51.1,3.167,64
51.1,3.167,64
51.2,3.167,64
51.2,3.167,64
51.3,3.167,64
51.3,3.167,64
51.4,3.167,64
51.4,3.167,65
51.5,3.167,65
51.5,3.167,65
51.6,3.167,65
51.6,3.167,65
51.7,3.167,65
51.7,3.167,65
51.8,3.167,65
51.8,3.167,65
51.9,3.178,65
51.9,3.178,65
52,3.178,65
52,3.178,65
52.1,3.178,65
52.1,3.178,65
52.2,3.178,65
52.2,3.178,66
52.3,3.189,66
52.3,3.189,66
52.4,3.178,66
52.4,3.189,66
52.5,3.189,66
52.5,3.189,66
52.6,3.189,66
52.6,3.189,66
52.7,3.189,66
52.7,3.189,66
52.8,3.189,66
52.8,3.189,66
52.9,3.189,66
52.9,3.189,66
53,3.189,66
53,3.189,67
53.1,3.189,67
53.1,3.2,67
53.2,3.189,67
53.2,3.189,67
53.3,3.189,67
53.3,3.189,67
53.4,3.189,67
53.4,3.189,67
53.5,3.2,67
53.5,3.2,67
53.6,3.2,67
53.6,3.2,67
53.7,3.2,67
53.7,3.2,67
53.8,3.2,67
53.8,3.2,68
53.9,3.2,68
53.9,3.2,68
54,3.2,68
54,3.211,68
54.1,3.211,68
54.1,3.211,68
54.2,3.211,68
54.2,3.211,68
54.3,3.211,68
54.3,3.211,68
54.4,3.211,68
54.4,3.211,68
54.5,3.211,68
54.5,3.211,68
54.6,3.211,68
54.6,3.211,69
54.7,3.211,69
54.7,3.211,69
54.8,3.211,69
54.8,3.222,69
54.9,3.222,69
54.9,3.222,69
55,3.222,69
55,3.222,69
55.1,3.222,69
55.1,3.222,69
55.2,3.222,69
55.2,3.222,69
55.3,3.222,69
55.3,3.222,69
55.4,3.222,69
55.4,3.222,70
55.5,3.222,70
55.5,3.222,70
55.6,3.222,70
55.6,3.222,70
55.7,3.222,70
55.7,3.233,70
55.8,3.222,70
55.8,3.233,70
55.9,3.233,70
55.9,3.233,70
56,3.233,70
56,3.233,70
56.1,3.233,70
56.1,3.233,70
56.2,3.233,70
56.2,3.233,71
56.3,3.233,71
56.3,3.233,71
56.4,3.233,71
56.4,3.233,71
56.5,3.244,71
56.5,3.244,71
56.6,3.244,71
56.6,3.233,71
56.7,3.244,71
56.7,3.244,71
56.8,3.244,71
56.8,3.244,71
56.9,3.244,71
56.9,3.244,71
57,3.244,71
57,3.244,72
57.1,3.244,72
57.1,3.244,72
57.2,3.244,72
57.2,3.244,72
57.3,3.244,72
57.3,3.244,72
57.4,3.244,72
57.4,3.244,72
57.5,3.256,72
57.5,3.256,72
57.6,3.256,72
57.6,3.256,72
57.7,3.256,72
57.7,3.256,72
57.8,3.256,72
57.8,3.256,73
57.9,3.256,73
57.9,3.256,73
58,3.256,73
58,3.256,73
58.1,3.256,73
58.1,3.256,73
58.2,3.256,73
58.2,3.267,73
58.3,3.267,73
58.3,3.267,73
58.4,3.267,73
58.4,3.267,73
58.5,3.267,73
58.5,3.267,73
58.6,3.267,73
58.6,3.267,74
58.7,3.267,74
58.7,3.278,74
58.8,3.278,74
58.8,3.278,74
58.9,3.267,74
58.9,3.278,74
59,3.278,74
59,3.278,74
59.1,3.278,74
59.1,3.278,74
59.2,3.289,74
59.2,3.278,74
59.3,3.278,74
59.3,3.278,74
59.4,3.278,74
59.4,3.278,75
59.5,3.278,75
59.5,3.278,75
59.6,3.289,75
59.6,3.289,75
59.7,3.289,75
59.7,3.289,75
59.8,3.289,75
59.8,3.289,75
59.9,3.289,75
59.9,3.289,75
60,3.289,75
60,3.289,75
60.1,3.289,75
60.1,3.289,75
60.2,3.289,75
60.2,3.289,76
60.3,3.289,76
60.3,3.3,76
60.4,3.3,76
60.4,3.3,76
60.5,3.3,76
60.5,3.3,76
60.6,3.3,76
60.6,3.3,76
60.7,3.3,76
60.7,3.3,76
60.8,3.3,76
60.8,3.3,76
60.9,3.311,76
60.9,3.3,76
61,3.3,76
61,3.311,77
61.1,3.311,77
61.1,3.311,77
61.2,3.311,77
61.2,3.311,77
61.3,3.311,77
61.3,3.311,77
61.4,3.311,77
61.4,3.311,77
61.5,3.311,77
61.5,3.311,77
61.6,3.311,77
61.6,3.311,77
61.6,3.311,77
61.7,3.311,77
61.8,3.311,77
61.8,3.322,78
61.8,3.322,78
61.9,3.322,78
62,3.322,78
62,3.322,78
62,3.322,78
62.1,3.322,78
62.2,3.322,78
62.2,3.322,78
62.2,3.322,78
62.3,3.322,78
62.4,3.322,78
62.4,3.322,78
62.4,3.322,78
62.5,3.333,78
62.5,3.333,78
62.6,3.333,79
62.6,3.333,79
62.7,3.333,79
62.7,3.333,79
62.8,3.333,79
62.8,3.333,79
62.9,3.333,79
62.9,3.333,79
63,3.333,79
63,3.333,79
63.1,3.344,79
63.1,3.344,79
63.2,3.344,79
63.2,3.333,79
63.3,3.344,79
63.3,3.344,79
63.4,3.344,80
63.4,3.344,80
63.5,3.344,80
63.5,3.344,80
63.6,3.344,80
63.6,3.344,80
63.7,3.344,80
63.7,3.344,80
63.8,3.344,80
63.8,3.344,80
63.9,3.356,80
63.9,3.356,80
64,3.356,80
64,3.356,80
64.1,3.356,80
64.1,3.356,80
64.2,3.356,81
64.2,3.356,81
64.3,3.356,81
64.3,3.356,81
64.4,3.356,81
64.4,3.356,81
64.5,3.356,81
64.5,3.356,81
64.6,3.356,81
64.6,3.356,81
64.7,3.356,81
64.7,3.356,81
64.8,3.367,81
64.8,3.367,81
64.9,3.367,81
64.9,3.367,81
65,3.367,82
65,3.367,82
65.1,3.367,82
65.1,3.367,82
65.2,3.367,82
65.2,3.367,82
65.3,3.367,82
65.3,3.378,82
65.4,3.378,82
65.4,3.378,82
65.5,3.378,82
65.5,3.378,82
65.6,3.378,82
65.6,3.378,82
65.7,3.378,82
65.7,3.378,82
65.8,3.378,83
65.8,3.378,83
65.9,3.378,83
65.9,3.378,83
66,3.378,83
66,3.389,83
66.1,3.389,83
66.1,3.389,83
66.2,3.389,83
66.2,3.378,83
66.3,3.389,83
66.3,3.389,83
66.4,3.389,83
66.4,3.389,83
66.5,3.389,83
66.5,3.389,83
66.6,3.389,84
66.6,3.389,84
66.7,3.389,84
66.7,3.4,84
66.8,3.4,84
66.8,3.4,84
66.9,3.389,84
66.9,3.389,84
67,3.4,84
67,3.4,84
67.1,3.4,84
67.1,3.4,84
67.2,3.4,84
67.2,3.4,84
67.3,3.4,84
67.3,3.4,84
67.4,3.4,85
67.4,3.4,85
67.5,3.4,85
67.5,3.4,85
67.6,3.4,85
67.6,3.4,85
67.7,3.4,85
67.7,3.4,85
67.8,3.4,85
67.8,3.411,85
67.9,3.411,85
67.9,3.411,85
68,3.411,85
68,3.411,85
68.1,3.411,85
68.1,3.411,85
68.2,3.411,86
68.2,3.411,86
68.3,3.411,86
68.3,3.411,86
68.4,3.411,86
68.4,3.422,86
68.5,3.422,86
68.5,3.422,86
68.6,3.422,86
68.6,3.422,86
68.7,3.422,86
68.7,3.422,86
68.8,3.422,86
68.8,3.422,86
68.9,3.422,86
68.9,3.422,86
69,3.422,87
69,3.422,87
69.1,3.422,87
69.1,3.422,87
69.2,3.422,87
69.2,3.422,87
69.3,3.422,87
69.3,3.422,87
69.4,3.433,87
69.4,3.433,87
69.5,3.433,87
69.5,3.433,87
69.6,3.433,87
69.6,3.433,87
