Strain (%),Stress (MPa),Time (sec)
0.0443,0.5175,
0.0923,0.5309,
0.1365,0.5444,
0.1845,0.5578,
0.229,0.5712,
0.277,0.578,
0.321,0.5914,
0.369,0.6048,
0.413,0.6183,1
0.458,0.6317,1
0.506,0.6452,1
0.554,0.6519,1
0.598,0.6653,1
0.646,0.6788,1
0.69,0.6855,1
0.738,0.6989,1
0.782,0.7124,1
0.827,0.7258,1
0.875,0.7325,1
0.923,0.746,1
0.967,0.7594,1
1.011,0.7728,1
1.059,0.7796,1
1.107,0.793,1
1.151,0.8065,2
1.199,0.8199,2
1.244,0.8266,2
1.292,0.8401,2
1.336,0.8535,2
1.384,0.8602,2
1.428,0.8737,2
1.476,0.8804,2
1.52,0.8938,2
1.568,0.9073,2
1.613,0.9207,2
1.661,0.9274,2
1.705,0.9409,2
1.753,0.9543,2
1.797,0.9677,2
1.841,0.9745,2
1.889,0.9812,3
1.937,0.9946,3
1.982,1.0081,3
2.03,1.0215,3
2.08,1.0282,3
2.12,1.0349,3
2.17,1.0484,3
2.21,1.0551,3
2.26,1.0685,3
2.31,1.082,3
2.35,1.0887,3
2.39,1.1022,3
2.44,1.1089,3
2.49,1.1223,3
2.54,1.1358,3
2.58,1.1425,3
2.63,1.1559,4
2.68,1.1626,4
2.72,1.1761,4
2.77,1.1895,4
2.81,1.1962,4
2.86,1.203,4
2.9,1.2164,4
2.95,1.2231,4
3,1.2366,4
3.04,1.2433,4
3.09,1.2567,4
3.14,1.2634,4
3.18,1.2769,4
3.23,1.2836,4
3.27,1.297,4
3.32,1.3038,4
3.37,1.3105,5
3.41,1.3239,5
3.46,1.3306,5
3.5,1.3441,5
3.55,1.3508,5
3.59,1.3642,5
3.64,1.371,5
3.69,1.3844,5
3.73,1.3911,5
3.78,1.4046,5
3.83,1.4113,5
3.87,1.4247,5
3.92,1.4315,5
3.97,1.4382,5
4.01,1.4516,5
4.06,1.4651,5
4.1,1.4718,6
4.15,1.4785,6
4.2,1.4852,6
4.24,1.4987,6
4.29,1.5054,6
4.34,1.5188,6
4.38,1.5255,6
4.43,1.5323,6
4.47,1.539,6
4.52,1.5524,6
4.56,1.5659,6
4.61,1.5726,6
4.66,1.5793,6
4.7,1.586,6
4.75,1.5927,6
4.8,1.6062,6
4.84,1.6129,7
4.89,1.6196,7
4.93,1.6331,7
4.98,1.6331,7
5.03,1.6465,7
5.07,1.6532,7
5.12,1.6599,7
5.17,1.6734,7
5.21,1.6801,7
5.26,1.6935,7
5.3,1.7003,7
5.35,1.707,7
5.39,1.7137,7
5.44,1.7272,7
5.49,1.7339,7
5.54,1.7406,7
5.58,1.7473,8
5.63,1.754,8
5.67,1.7608,8
5.72,1.7742,8
5.76,1.7809,8
5.81,1.7876,8
5.86,1.8011,8
5.9,1.8078,8
5.95,1.8145,8
5.99,1.8212,8
6.04,1.8347,8
6.09,1.8414,8
6.13,1.8481,8
6.18,1.8548,8
6.23,1.8683,8
6.27,1.8683,8
6.32,1.875,9
6.36,1.8884,9
6.41,1.8952,9
6.46,1.9019,9
6.5,1.9086,9
6.55,1.9153,9
6.59,1.922,9
6.64,1.9288,9
6.69,1.9355,9
6.73,1.9422,9
6.78,1.9489,9
6.83,1.9556,9
6.87,1.9624,9
6.92,1.9758,9
6.96,1.9825,9
7.01,1.9892,9
7.06,1.996,10
7.1,2.003,10
7.15,2.009,10
7.2,2.016,10
7.24,2.03,10
7.28,2.03,10
7.33,2.036,10
7.38,2.043,10
7.42,2.056,10
7.47,2.056,10
7.52,2.07,10
7.56,2.077,10
7.61,2.083,10
7.66,2.09,10
7.7,2.097,10
7.75,2.103,10
7.79,2.11,11
7.84,2.117,11
7.89,2.117,11
7.93,2.124,11
7.98,2.13,11
8.03,2.137,11
8.07,2.151,11
8.12,2.157,11
8.16,2.164,11
8.21,2.164,11
8.25,2.171,11
8.3,2.177,11
8.35,2.184,11
8.39,2.191,11
8.44,2.204,11
8.48,2.204,11
8.53,2.218,12
8.58,2.224,12
8.62,2.231,12
8.67,2.231,12
8.72,2.238,12
8.76,2.245,12
8.81,2.258,12
8.86,2.265,12
8.9,2.272,12
8.95,2.272,12
8.99,2.278,12
9.04,2.285,12
9.08,2.292,12
9.13,2.292,12
9.18,2.298,12
9.22,2.305,12
9.27,2.312,13
9.32,2.319,13
9.36,2.325,13
9.41,2.332,13
9.45,2.332,13
9.5,2.339,13
9.55,2.345,13
9.59,2.352,13
9.64,2.359,13
9.69,2.366,13
9.73,2.372,13
9.77,2.372,13
9.82,2.379,13
9.87,2.386,13
9.92,2.386,13
9.96,2.392,13
10.01,2.399,14
10.06,2.406,14
10.1,2.413,14
10.15,2.419,14
10.19,2.426,14
10.24,2.433,14
10.28,2.433,14
10.33,2.44,14
10.38,2.446,14
10.42,2.453,14
10.47,2.46,14
10.51,2.466,14
10.56,2.466,14
10.61,2.473,14
10.65,2.48,14
10.7,2.48,14
10.75,2.487,15
10.79,2.493,15
10.84,2.493,15
10.89,2.5,15
10.93,2.507,15
10.98,2.513,15
11.02,2.52,15
11.07,2.527,15
11.11,2.527,15
11.16,2.527,15
11.21,2.534,15
11.25,2.54,15
11.3,2.547,15
11.35,2.547,15
11.39,2.554,15
11.44,2.56,15
11.48,2.56,16
11.53,2.567,16
11.58,2.574,16
11.62,2.581,16
11.67,2.581,16
11.72,2.587,16
11.76,2.594,16
11.81,2.594,16
11.85,2.601,16
11.9,2.608,16
11.94,2.608,16
11.99,2.614,16
12.04,2.621,16
12.08,2.621,16
12.12,2.628,16
12.17,2.634,16
12.22,2.634,17
12.27,2.641,17
12.31,2.648,17
12.36,2.648,17
12.41,2.655,17
12.45,2.661,17
12.5,2.668,17
12.55,2.668,17
12.59,2.675,17
12.64,2.675,17
12.68,2.681,17
12.73,2.681,17
12.77,2.688,17
12.82,2.695,17
12.87,2.702,17
12.92,2.702,17
12.96,2.708,18
13,2.708,18
13.05,2.708,18
13.1,2.715,18
13.14,2.722,18
13.19,2.728,18
13.24,2.728,18
13.28,2.735,18
13.33,2.735,18
13.37,2.742,18
13.42,2.749,18
13.47,2.749,18
13.51,2.755,18
13.56,2.755,18
13.61,2.762,18
13.65,2.769,18
13.7,2.769,19
13.74,2.776,19
13.79,2.776,19
13.84,2.782,19
13.89,2.782,19
13.93,2.789,19
13.98,2.789,19
14.02,2.796,19
14.07,2.796,19
14.11,2.802,19
14.16,2.802,19
14.21,2.809,19
14.25,2.816,19
14.3,2.816,19
14.34,2.823,19
14.39,2.823,19
14.44,2.829,20
14.48,2.836,20
14.53,2.836,20
14.58,2.836,20
14.62,2.843,20
14.67,2.849,20
14.71,2.849,20
14.76,2.856,20
14.8,2.856,20
14.85,2.863,20
14.9,2.863,20
14.94,2.87,20
14.99,2.876,20
15.03,2.876,20
15.08,2.876,20
15.13,2.883,20
15.17,2.89,21
15.22,2.897,21
15.27,2.897,21
15.31,2.897,21
15.35,2.897,21
15.41,2.903,21
15.46,2.91,21
15.5,2.91,21
15.54,2.91,21
15.59,2.917,21
15.63,2.917,21
15.68,2.923,21
15.73,2.923,21
15.77,2.93,21
15.82,2.93,21
15.86,2.937,21
15.91,2.937,22
15.96,2.937,22
16,2.944,22
16.05,2.944,22
16.1,2.944,22
16.14,2.95,22
16.19,2.95,22
16.24,2.957,22
16.28,2.964,22
16.33,2.964,22
16.37,2.97,22
16.42,2.97,22
16.46,2.977,22
16.51,2.977,22
16.56,2.984,22
16.61,2.984,22
16.65,2.984,23
16.7,2.991,23
16.74,2.991,23
16.79,2.997,23
16.83,2.997,23
16.88,3.004,23
16.93,3.004,23
16.97,3.011,23
17.02,3.011,23
17.06,3.011,23
17.11,3.017,23
17.16,3.017,23
17.21,3.024,23
17.25,3.024,23
17.3,3.024,23
17.34,3.031,23
17.39,3.031,24
17.44,3.031,24
17.48,3.038,24
17.52,3.038,24
17.57,3.044,24
17.62,3.044,24
17.66,3.044,24
17.71,3.051,24
17.76,3.058,24
17.81,3.065,24
17.85,3.065,24
17.9,3.071,24
17.94,3.071,24
17.99,3.071,24
18.03,3.078,24
18.08,3.078,24
18.13,3.085,25
18.17,3.085,25
18.22,3.085,25
18.27,3.091,25
18.31,3.091,25
18.36,3.091,25
18.4,3.098,25
18.45,3.098,25
18.49,3.105,25
18.54,3.105,25
18.59,3.112,25
18.63,3.118,25
18.68,3.118,25
18.72,3.118,25
18.77,3.118,25
18.82,3.125,25
18.86,3.125,26
18.91,3.132,26
18.96,3.132,26
19,3.132,26
19.05,3.132,26
19.1,3.138,26
19.14,3.138,26
19.19,3.145,26
19.23,3.145,26
19.28,3.145,26
19.33,3.152,26
19.38,3.152,26
19.42,3.159,26
19.46,3.159,26
19.51,3.159,26
19.56,3.165,26
19.6,3.165,27
19.65,3.172,27
19.69,3.172,27
19.74,3.172,27
19.79,3.179,27
19.83,3.179,27
19.88,3.185,27
19.93,3.185,27
19.97,3.185,27
20,3.192,27
20.1,3.192,27
20.1,3.192,27
20.2,3.192,27
20.2,3.192,27
20.2,3.199,27
20.3,3.206,27
20.3,3.206,28
20.4,3.206,28
20.4,3.206,28
20.5,3.212,28
20.5,3.212,28
20.6,3.219,28
20.6,3.219,28
20.7,3.219,28
20.7,3.219,28
20.8,3.226,28
20.8,3.226,28
20.8,3.226,28
20.9,3.226,28
20.9,3.226,28
21,3.233,28
21,3.233,28
21.1,3.239,29
21.1,3.239,29
21.2,3.239,29
21.2,3.246,29
21.3,3.246,29
21.3,3.246,29
21.4,3.253,29
21.4,3.253,29
21.4,3.253,29
21.5,3.259,29
21.5,3.259,29
21.6,3.259,29
21.6,3.266,29
21.7,3.266,29
21.7,3.273,29
21.8,3.273,29
21.8,3.273,30
21.9,3.273,30
21.9,3.273,30
22,3.28,30
22,3.28,30
22,3.28,30
22.1,3.286,30
22.1,3.286,30
22.2,3.293,30
22.2,3.293,30
22.3,3.3,30
22.3,3.3,30
22.4,3.3,30
22.4,3.3,30
22.5,3.3,30
22.5,3.306,30
22.6,3.306,31
22.6,3.306,31
22.6,3.313,31
22.7,3.306,31
22.7,3.313,31
22.8,3.313,31
22.8,3.313,31
22.9,3.313,31
22.9,3.32,31
23,3.327,31
23,3.327,31
23.1,3.327,31
23.1,3.327,31
23.2,3.333,31
23.2,3.333,31
23.2,3.333,31
23.3,3.333,32
23.3,3.333,32
23.4,3.34,32
23.4,3.34,32
23.5,3.34,32
23.5,3.347,32
23.6,3.347,32
23.6,3.347,32
23.7,3.353,32
23.7,3.353,32
23.7,3.353,32
23.8,3.36,32
23.8,3.36,32
23.9,3.36,32
23.9,3.36,32
24,3.367,32
24,3.367,33
24.1,3.367,33
24.1,3.367,33
24.2,3.367,33
24.2,3.367,33
24.3,3.367,33
24.3,3.374,33
24.4,3.374,33
24.4,3.38,33
24.4,3.38,33
24.5,3.387,33
24.5,3.387,33
24.6,3.387,33
24.6,3.387,33
24.7,3.394,33
24.7,3.394,33
24.8,3.394,34
24.8,3.394,34
24.9,3.394,34
24.9,3.401,34
25,3.401,34
25,3.401,34
25,3.401,34
25.1,3.401,34
25.1,3.407,34
25.2,3.407,34
25.2,3.407,34
25.3,3.414,34
25.3,3.414,34
25.4,3.414,34
25.4,3.421,34
25.5,3.421,34
25.5,3.421,35
25.6,3.421,35
25.6,3.421,35
25.6,3.421,35
25.7,3.421,35
25.7,3.427,35
25.8,3.427,35
25.8,3.434,35
25.9,3.434,35
25.9,3.434,35
26,3.434,35
26,3.434,35
26.1,3.434,35
26.1,3.441,35
26.2,3.441,35
26.2,3.448,35
26.2,3.448,36
26.3,3.448,36
26.3,3.454,36
26.4,3.454,36
26.4,3.454,36
26.5,3.454,36
26.5,3.454,36
26.6,3.454,36
26.6,3.461,36
26.7,3.461,36
26.7,3.461,36
26.8,3.461,36
26.8,3.468,36
26.8,3.468,36
26.9,3.468,36
26.9,3.468,36
27,3.474,37
27,3.474,37
27.1,3.474,37
27.1,3.474,37
27.2,3.474,37
27.2,3.481,37
27.3,3.481,37
27.3,3.488,37
27.4,3.481,37
27.4,3.481,37
27.4,3.488,37
27.5,3.488,37
27.5,3.488,37
27.6,3.495,37
27.6,3.495,37
27.7,3.495,37
27.7,3.495,38
27.8,3.501,38
27.8,3.501,38
27.9,3.501,38
27.9,3.501,38
27.9,3.501,38
28,3.508,38
28,3.501,38
28.1,3.501,38
28.1,3.508,38
28.2,3.515,38
28.2,3.508,38
28.3,3.515,38
28.3,3.515,38
28.4,3.515,38
28.4,3.515,38
28.5,3.522,39
28.5,3.522,39
28.5,3.522,39
28.6,3.522,39
28.6,3.522,39
28.7,3.528,39
28.7,3.528,39
28.8,3.528,39
28.8,3.528,39
28.9,3.528,39
28.9,3.535,39
29,3.535,39
29,3.535,39
29.1,3.535,39
29.1,3.535,39
29.1,3.542,39
29.2,3.542,40
29.2,3.542,40
29.3,3.542,40
29.3,3.542,40
29.4,3.548,40
29.4,3.548,40
29.5,3.548,40
29.5,3.548,40
29.6,3.555,40
29.6,3.555,40
29.7,3.555,40
29.7,3.555,40
29.7,3.555,40
29.8,3.555,40
29.8,3.555,40
29.9,3.562,40
29.9,3.562,41
30,3.562,41
30,3.569,41
30.1,3.569,41
30.1,3.569,41
30.2,3.569,41
30.2,3.569,41
30.3,3.569,41
30.3,3.569,41
30.4,3.575,41
30.4,3.575,41
30.4,3.575,41
30.5,3.575,41
30.5,3.575,41
30.6,3.575,41
30.6,3.575,41
30.7,3.582,42
30.7,3.582,42
30.8,3.582,42
30.8,3.582,42
30.9,3.582,42
30.9,3.582,42
30.9,3.582,42
31,3.582,42
31,3.589,42
31.1,3.589,42
31.1,3.589,42
31.2,3.589,42
31.2,3.589,42
31.3,3.589,42
31.3,3.595,42
31.4,3.595,42
31.4,3.602,43
31.5,3.602,43
31.5,3.602,43
31.5,3.602,43
31.6,3.602,43
31.6,3.602,43
31.7,3.602,43
31.7,3.609,43
31.8,3.609,43
31.8,3.609,43
31.9,3.609,43
31.9,3.609,43
32,3.609,43
32,3.609,43
32.1,3.609,43
32.1,3.609,43
32.1,3.609,44
32.2,3.616,44
32.2,3.616,44
32.3,3.616,44
32.3,3.616,44
32.4,3.622,44
32.4,3.622,44
32.5,3.622,44
32.5,3.622,44
32.6,3.622,44
32.6,3.622,44
32.7,3.622,44
32.7,3.622,44
32.7,3.629,44
32.8,3.629,44
32.8,3.629,44
32.9,3.636,45
32.9,3.636,45
33,3.629,45
33,3.636,45
33.1,3.636,45
33.1,3.636,45
33.2,3.642,45
33.2,3.636,45
33.3,3.642,45
33.3,3.642,45
33.3,3.642,45
33.4,3.642,45
33.4,3.642,45
33.5,3.642,45
33.5,3.642,45
33.6,3.649,45
33.6,3.649,46
33.7,3.649,46
33.7,3.649,46
33.8,3.649,46
33.8,3.649,46
33.9,3.649,46
33.9,3.656,46
33.9,3.656,46
34,3.656,46
34,3.656,46
34.1,3.656,46
34.1,3.663,46
34.2,3.656,46
34.2,3.663,46
34.3,3.663,46
34.3,3.663,46
34.4,3.663,47
34.4,3.669,47
34.5,3.669,47
34.5,3.669,47
34.5,3.669,47
34.6,3.669,47
34.6,3.669,47
34.7,3.676,47
34.7,3.676,47
34.8,3.669,47
34.8,3.676,47
34.9,3.676,47
34.9,3.683,47
35,3.676,47
35,3.683,47
35.1,3.683,47
35.1,3.683,48
35.1,3.683,48
35.2,3.683,48
35.2,3.683,48
35.3,3.683,48
35.3,3.683,48
35.4,3.683,48
35.4,3.683,48
35.5,3.69,48
35.5,3.69,48
35.6,3.69,48
35.6,3.69,48
35.7,3.696,48
35.7,3.696,48
35.7,3.696,48
35.8,3.696,48
35.8,3.696,49
35.9,3.696,49
35.9,3.703,49
36,3.703,49
36,3.703,49
36.1,3.703,49
36.1,3.703,49
36.2,3.703,49
36.2,3.703,49
36.3,3.703,49
36.3,3.71,49
36.3,3.703,49
36.4,3.71,49
36.4,3.71,49
36.5,3.71,49
36.5,3.71,49
36.6,3.71,50
36.6,3.71,50
36.7,3.71,50
36.7,3.71,50
36.8,3.71,50
36.8,3.71,50
36.9,3.71,50
36.9,3.716,50
36.9,3.716,50
37,3.716,50
37,3.716,50
37.1,3.723,50
37.1,3.716,50
37.2,3.723,50
37.2,3.723,50
37.3,3.723,50
37.3,3.73,51
37.4,3.73,51
37.4,3.73,51
37.5,3.73,51
37.5,3.73,51
37.5,3.73,51
37.6,3.73,51
37.6,3.73,51
37.7,3.73,51
37.7,3.73,51
37.8,3.73,51
37.8,3.73,51
37.9,3.737,51
37.9,3.737,51
38,3.737,51
38,3.737,51
38.1,3.737,52
38.1,3.737,52
38.1,3.743,52
38.2,3.743,52
38.2,3.743,52
38.3,3.743,52
38.3,3.743,52
38.4,3.743,52
38.4,3.743,52
38.5,3.743,52
38.5,3.743,52
38.6,3.743,52
38.6,3.75,52
38.6,3.75,52
38.7,3.75,52
38.7,3.75,52
38.8,3.75,53
38.8,3.757,53
38.9,3.757,53
38.9,3.75,53
39,3.757,53
39,3.757,53
39.1,3.757,53
39.1,3.757,53
39.2,3.757,53
39.2,3.757,53
39.3,3.757,53
39.3,3.757,53
39.3,3.763,53
39.4,3.763,53
39.4,3.763,53
39.5,3.763,53
39.5,3.763,54
39.6,3.763,54
39.6,3.763,54
39.7,3.77,54
39.7,3.77,54
39.8,3.77,54
39.8,3.77,54
39.9,3.77,54
39.9,3.77,54
39.9,3.777,54
40,3.777,54
40,3.777,54
40.1,3.777,54
40.1,3.777,54
40.2,3.777,54
40.2,3.777,54
40.3,3.777,55
40.3,3.777,55
40.4,3.777,55
40.4,3.777,55
40.5,3.777,55
40.5,3.777,55
40.5,3.784,55
40.6,3.784,55
40.6,3.784,55
40.7,3.784,55
40.7,3.79,55
40.8,3.79,55
40.8,3.79,55
40.9,3.79,55
40.9,3.79,55
41,3.79,55
41,3.797,56
41,3.79,56
41.1,3.79,56
41.1,3.79,56
41.2,3.79,56
41.2,3.79,56
41.3,3.79,56
41.3,3.79,56
41.4,3.797,56
41.4,3.797,56
41.5,3.797,56
41.5,3.797,56
41.6,3.797,56
41.6,3.797,56
41.6,3.797,56
41.7,3.797,56
41.7,3.797,57
41.8,3.797,57
41.8,3.797,57
41.9,3.797,57
41.9,3.804,57
42,3.804,57
42,3.804,57
42.1,3.81,57
42.1,3.81,57
42.2,3.81,57
42.2,3.81,57
42.3,3.81,57
42.3,3.81,57
42.3,3.81,57
42.4,3.81,57
42.4,3.81,57
42.5,3.81,58
42.5,3.81,58
42.6,3.81,58
42.6,3.81,58
42.7,3.817,58
42.7,3.817,58
42.8,3.817,58
42.8,3.817,58
42.8,3.817,58
42.9,3.817,58
42.9,3.817,58
43,3.817,58
43,3.817,58
43.1,3.824,58
43.1,3.817,58
43.2,3.824,58
43.2,3.824,59
43.3,3.824,59
43.3,3.824,59
43.4,3.824,59
43.4,3.824,59
43.5,3.824,59
43.5,3.831,59
43.5,3.831,59
43.6,3.831,59
43.6,3.831,59
43.7,3.831,59
43.7,3.831,59
43.8,3.831,59
43.8,3.831,59
43.9,3.831,59
43.9,3.837,59
44,3.837,60
44,3.837,60
44,3.837,60
44.1,3.837,60
44.1,3.837,60
44.2,3.837,60
44.2,3.837,60
44.3,3.837,60
44.3,3.837,60
44.4,3.837,60
44.4,3.844,60
44.5,3.844,60
44.5,3.844,60
44.6,3.837,60
44.6,3.837,60
44.6,3.837,60
44.7,3.844,61
44.7,3.844,61
44.8,3.844,61
44.8,3.844,61
44.9,3.844,61
44.9,3.844,61
45,3.851,61
45,3.851,61
45.1,3.851,61
45.1,3.851,61
45.2,3.851,61
45.2,3.851,61
45.2,3.851,61
45.3,3.851,61
45.3,3.851,61
45.4,3.851,61
45.4,3.851,62
45.5,3.851,62
45.5,3.851,62
45.6,3.858,62
45.6,3.858,62
45.7,3.858,62
45.7,3.858,62
45.8,3.858,62
45.8,3.858,62
45.8,3.858,62
45.9,3.864,62
45.9,3.864,62
46,3.864,62
46,3.864,62
46.1,3.864,62
46.1,3.864,62
46.2,3.864,63
46.2,3.864,63
46.3,3.864,63
46.3,3.864,63
46.4,3.864,63
46.4,3.864,63
46.4,3.864,63
46.5,3.864,63
46.5,3.864,63
46.6,3.871,63
46.6,3.871,63
46.7,3.871,63
46.7,3.871,63
46.8,3.871,63
46.8,3.878,63
46.9,3.878,63
46.9,3.871,64
47,3.871,64
47,3.878,64
47,3.878,64
47.1,3.878,64
47.1,3.878,64
47.2,3.878,64
47.2,3.878,64
47.3,3.878,64
47.3,3.878,64
47.4,3.878,64
47.4,3.878,64
47.5,3.878,64
47.5,3.878,64
47.6,3.878,64
47.6,3.878,64
47.6,3.878,65
47.7,3.884,65
47.7,3.884,65
47.8,3.884,65
47.8,3.884,65
47.9,3.884,65
47.9,3.884,65
48,3.884,65
48,3.884,65
48.1,3.884,65
48.1,3.884,65
48.2,3.891,65
48.2,3.891,65
48.2,3.891,65
48.3,3.891,65
48.3,3.891,65
48.4,3.891,66
48.4,3.891,66
48.5,3.891,66
48.5,3.891,66
48.6,3.891,66
48.6,3.891,66
48.7,3.891,66
48.7,3.891,66
48.8,3.891,66
48.8,3.891,66
48.8,3.891,66
48.9,3.898,66
48.9,3.898,66
49,3.898,66
49,3.898,66
49.1,3.891,66
49.1,3.898,67
49.2,3.898,67
49.2,3.898,67
49.3,3.898,67
49.3,3.898,67
49.4,3.898,67
49.4,3.898,67
49.4,3.905,67
49.5,3.898,67
49.5,3.905,67
49.6,3.905,67
49.6,3.905,67
49.7,3.905,67
49.7,3.905,67
49.8,3.905,67
49.8,3.905,67
49.9,3.905,68
49.9,3.905,68
50,3.905,68
50,3.911,68
50,3.911,68
50.1,3.911,68
50.1,3.905,68
50.2,3.911,68
50.2,3.911,68
50.3,3.911,68
50.3,3.911,68
50.4,3.911,68
50.4,3.911,68
50.5,3.911,68
50.5,3.911,68
50.5,3.911,68
50.6,3.911,69
50.6,3.918,69
50.7,3.918,69
50.7,3.918,69
50.8,3.918,69
50.8,3.918,69
50.9,3.918,69
50.9,3.918,69
51,3.925,69
51,3.925,69
51.1,3.925,69
51.1,3.925,69
51.2,3.925,69
51.2,3.925,69
51.2,3.925,69
51.3,3.925,69
51.3,3.925,70
51.4,3.925,70
51.4,3.931,70
51.5,3.925,70
51.5,3.925,70
51.6,3.931,70
51.6,3.931,70
51.7,3.931,70
51.7,3.931,70
51.8,3.931,70
51.8,3.931,70
51.8,3.931,70
51.9,3.931,70
51.9,3.931,70
52,3.931,70
52,3.938,70
52.1,3.938,71
52.1,3.938,71
52.2,3.938,71
52.2,3.938,71
52.3,3.938,71
52.3,3.938,71
52.4,3.938,71
52.4,3.938,71
52.4,3.938,71
52.5,3.938,71
52.5,3.938,71
52.6,3.945,71
52.6,3.938,71
52.7,3.938,71
52.7,3.945,71
52.8,3.945,71
52.8,3.945,72
52.9,3.945,72
52.9,3.945,72
52.9,3.945,72
53,3.952,72
53,3.945,72
53.1,3.952,72
53.1,3.945,72
53.2,3.952,72
53.2,3.945,72
53.3,3.952,72
53.3,3.945,72
53.4,3.952,72
53.4,3.945,72
53.5,3.952,72
53.5,3.952,72
53.5,3.958,73
53.6,3.958,73
53.6,3.958,73
53.7,3.958,73
53.7,3.958,73
53.8,3.952,73
53.8,3.952,73
53.9,3.958,73
53.9,3.958,73
54,3.958,73
54,3.958,73
54.1,3.958,73
54.1,3.958,73
54.1,3.958,73
54.2,3.958,73
54.2,3.965,73
54.3,3.965,74
54.3,3.958,74
54.4,3.958,74
54.4,3.958,74
54.5,3.965,74
54.5,3.965,74
54.6,3.965,74
54.6,3.965,74
54.7,3.965,74
54.7,3.965,74
54.7,3.965,74
54.8,3.965,74
54.8,3.965,74
54.9,3.965,74
54.9,3.965,74
55,3.972,74
55,3.965,75
55.1,3.965,75
55.1,3.972,75
55.2,3.972,75
55.2,3.972,75
55.3,3.972,75
55.3,3.972,75
55.4,3.972,75
55.4,3.972,75
55.4,3.978,75
55.5,3.972,75
55.5,3.972,75
55.6,3.972,75
55.6,3.972,75
55.7,3.972,75
55.7,3.978,75
55.8,3.978,76
55.8,3.978,76
55.9,3.978,76
55.9,3.978,76
55.9,3.978,76
56,3.978,76
56,3.978,76
56.1,3.978,76
56.1,3.985,76
56.2,3.985,76
56.2,3.985,76
56.3,3.985,76
56.3,3.985,76
56.4,3.985,76
56.4,3.985,76
56.5,3.985,76
56.5,3.985,77
56.5,3.985,77
56.6,3.985,77
56.6,3.985,77
56.7,3.985,77
56.7,3.985,77
56.8,3.985,77
56.8,3.985,77
56.9,3.985,77
56.9,3.985,77
57,3.992,77
57,3.992,77
57.1,3.992,77
57.1,3.992,77
57.1,3.992,77
57.2,3.992,77
57.2,3.992,78
57.3,3.992,78
57.3,3.992,78
57.4,3.992,78
57.4,3.992,78
57.5,3.992,78
57.5,3.992,78
57.6,3.992,78
57.6,3.992,78
57.7,3.999,78
57.7,3.992,78
57.8,3.999,78
57.8,3.999,78
57.8,3.999,78
57.9,3.999,78
57.9,3.999,78
58,3.999,79
58,3.999,79
58.1,3.999,79
58.1,3.999,79
58.2,3.999,79
58.2,3.999,79
58.3,3.999,79
58.3,3.999,79
58.3,4.005,79
58.4,4.005,79
58.4,4.005,79
58.5,4.005,79
58.5,4.005,79
58.6,4.005,79
58.6,4.012,79
58.7,4.005,79
58.7,4.005,80
58.8,4.005,80
58.8,4.012,80
58.9,4.012,80
58.9,4.005,80
58.9,4.005,80
59,4.005,80
59,4.005,80
59.1,4.012,80
59.1,4.012,80
59.2,4.005,80
59.2,4.005,80
59.3,4.005,80
59.3,4.012,80
59.4,4.012,80
59.4,4.019,80
59.5,4.019,81
59.5,4.019,81
59.5,4.012,81
59.6,4.019,81
59.6,4.012,81
59.7,4.019,81
59.7,4.019,81
59.8,4.019,81
59.8,4.019,81
59.9,4.026,81
59.9,4.026,81
60,4.026,81
60,4.026,81
60.1,4.026,81
60.1,4.026,81
60.1,4.026,81
60.2,4.026,82
60.2,4.026,82
60.3,4.026,82
60.3,4.026,82
60.4,4.026,82
60.4,4.026,82
60.5,4.026,82
60.5,4.026,82
60.6,4.026,82
60.6,4.026,82
60.7,4.026,82
60.7,4.026,82
60.7,4.032,82
60.8,4.032,82
60.8,4.032,82
60.9,4.032,82
60.9,4.032,83
61,4.032,83
61,4.032,83
61.1,4.032,83
61.1,4.039,83
61.2,4.039,83
61.2,4.039,83
61.3,4.039,83
61.3,4.039,83
61.3,4.039,83
61.4,4.039,83
61.4,4.039,83
61.5,4.039,83
61.5,4.039,83
61.6,4.039,83
61.6,4.039,83
61.7,4.046,84
61.7,4.046,84
61.8,4.046,84
61.8,4.046,84
61.9,4.046,84
61.9,4.046,84
61.9,4.046,84
62,4.046,84
62,4.046,84
62.1,4.046,84
62.1,4.052,84
62.2,4.046,84
62.2,4.046,84
62.3,4.046,84
62.3,4.046,84
62.4,4.052,84
62.4,4.052,85
62.5,4.052,85
62.5,4.052,85
62.5,4.052,85
62.6,4.052,85
62.6,4.052,85
62.7,4.052,85
62.7,4.052,85
62.8,4.052,85
62.8,4.052,85
62.9,4.059,85
62.9,4.059,85
63,4.059,85
63,4.059,85
63.1,4.059,85
63.1,4.059,85
63.1,4.059,86
63.2,4.059,86
63.2,4.059,86
63.3,4.059,86
63.3,4.059,86
63.4,4.059,86
63.4,4.059,86
63.5,4.059,86
63.5,4.059,86
63.6,4.059,86
63.6,4.066,86
63.7,4.066,86
63.7,4.059,86
63.7,4.066,86
63.8,4.066,86
63.8,4.066,86
63.9,4.066,87
63.9,4.066,87
64,4.066,87
64,4.066,87
64.1,4.073,87
64.1,4.066,87
64.2,4.066,87
64.2,4.073,87
64.3,4.073,87
64.3,4.073,87
64.3,4.073,87
64.4,4.073,87
64.4,4.073,87
64.5,4.073,87
64.5,4.073,87
64.6,4.079,87
64.6,4.073,88
64.7,4.079,88
64.7,4.079,88
64.8,4.079,88
